N,P,K,temperature,humidity,ph,rainfall,label
29.2,88.64,48.49,20.48,46.6,6.91,41.36,Chickpea
89.81,27.61,55.25,30.55,40.19,7.9,83.25,Cotton
103.01,50.0,62.17,36.14,83.06,6.56,235.26,Jute
54.04,36.34,37.76,24.83,63.69,6.84,74.33,Sunflower
94.59,50.79,79.61,26.61,62.33,6.1,75.1,Tomato
66.99,39.85,66.83,9.55,50.09,7.13,69.23,Barley
107.76,68.3,72.67,19.35,61.27,7.44,70.3,Wheat
84.12,32.07,47.82,30.3,51.98,7.32,62.89,Bajra
78.74,43.43,58.66,31.93,51.97,7.43,96.7,Cotton
100.5,64.49,74.75,10.5,60.87,6.61,68.25,Wheat
28.78,44.54,61.67,29.14,66.18,6.56,102.58,Groundnut
50.97,43.38,46.18,22.01,66.69,6.49,77.73,Sunflower
87.2,49.42,68.73,27.4,60.45,6.08,85.04,Tomato
109.9,67.86,114.2,34.4,88.4,5.8,169.48,Banana
34.67,82.16,51.15,27.86,61.99,6.25,114.78,Soybean
94.09,48.45,46.93,28.98,82.64,6.21,224.15,Rice
32.63,73.55,54.15,16.47,40.69,7.81,48.81,Chickpea
82.84,46.96,49.01,32.49,86.51,6.62,217.62,Rice
91.47,33.07,54.05,34.46,52.79,7.32,80.95,Cotton
32.47,82.72,54.26,19.0,41.53,7.4,47.16,Chickpea
98.76,48.38,55.05,22.54,63.99,6.37,56.05,Onion
77.24,48.68,46.84,38.86,45.72,7.72,43.55,Bajra
83.23,49.54,54.37,27.47,86.41,6.67,208.13,Rice
81.57,31.01,51.27,10.97,45.67,6.66,29.72,Mustard
119.73,60.56,72.84,10.53,59.39,6.55,75.09,Wheat
88.56,45.69,47.61,16.33,45.48,6.18,41.32,Mustard
21.32,64.36,60.31,27.51,63.62,6.7,127.51,Soybean
26.63,71.29,29.69,13.17,45.69,6.98,29.22,Lentil
96.02,47.77,64.16,35.44,88.79,7.1,236.61,Jute
89.73,47.9,97.15,25.35,64.45,6.49,83.23,Tomato
72.8,54.21,82.79,17.89,69.51,6.59,65.79,Onion
68.51,60.33,58.22,22.83,67.79,6.24,55.76,Onion
86.95,58.0,40.44,31.64,89.63,6.56,246.84,Rice
74.94,44.8,57.62,23.58,68.6,6.31,85.68,Onion
97.99,45.51,62.21,35.08,85.71,6.86,183.49,Jute
29.45,73.98,37.1,17.26,43.04,7.91,38.0,Chickpea
69.23,32.73,44.16,17.68,63.83,6.39,44.99,Barley
83.4,43.9,57.81,32.5,89.08,6.76,229.86,Rice
72.56,54.72,40.93,13.35,49.21,6.79,37.99,Barley
62.69,35.06,44.66,33.42,54.99,7.35,55.51,Jowar
132.18,65.69,118.72,34.95,83.26,6.24,155.19,Banana
22.85,59.56,25.44,14.84,50.61,7.79,48.63,Lentil
68.8,27.71,39.08,39.76,49.86,7.21,68.16,Bajra
104.52,66.17,70.81,13.26,57.03,6.65,79.54,Wheat
28.29,55.01,38.76,18.14,38.57,7.03,27.23,Lentil
108.7,43.57,49.89,37.23,89.11,6.24,199.0,Jute
118.5,56.92,118.84,33.01,80.25,6.42,177.89,Banana
92.95,70.16,74.85,24.62,73.99,6.39,102.38,Tomato
83.5,40.9,83.02,22.6,54.81,6.26,73.76,Onion
94.92,48.11,88.27,23.63,71.73,6.26,91.17,Tomato
111.4,67.37,119.83,37.08,77.24,5.68,149.77,Banana
83.14,55.07,73.17,20.02,72.47,6.47,101.43,Tomato
127.32,84.69,128.74,20.95,82.32,5.67,88.48,Potato
60.36,45.94,50.83,11.76,53.55,6.3,33.31,Mustard
34.58,42.3,44.33,31.62,70.21,5.92,115.88,Groundnut
71.88,44.17,48.7,34.99,49.99,7.55,68.21,Cotton
88.07,44.28,58.61,36.1,47.81,7.2,81.81,Cotton
131.18,61.72,78.68,29.43,72.52,6.55,195.11,Sugarcane
137.57,70.89,118.87,37.83,75.81,6.33,207.94,Banana
83.45,27.66,44.58,34.86,42.73,7.8,35.37,Bajra
65.1,51.3,36.03,23.75,65.52,6.72,71.06,Sunflower
88.37,47.69,75.02,22.53,59.01,6.5,67.03,Onion
105.36,63.16,72.51,16.56,50.6,7.1,76.09,Wheat
81.54,52.44,51.59,29.54,81.92,7.12,234.75,Jute
44.74,60.55,59.52,31.31,54.03,5.81,94.59,Groundnut
90.3,62.25,61.12,26.38,69.73,6.4,149.58,Maize
80.24,45.86,87.3,22.15,68.35,6.31,72.87,Tomato
92.55,51.69,58.02,25.45,82.81,6.95,244.51,Rice
75.89,49.09,55.07,32.52,47.13,7.33,46.65,Jowar
25.06,74.54,54.46,15.04,57.74,7.97,54.9,Chickpea
97.87,38.1,46.59,33.67,83.56,6.93,217.3,Jute
89.17,32.24,54.68,30.83,51.84,7.53,71.69,Cotton
129.62,60.98,115.67,30.93,75.49,5.54,215.42,Banana
84.86,57.57,58.2,29.74,82.69,6.57,174.47,Jute
105.74,41.41,64.23,25.03,66.72,6.31,117.74,Maize
16.04,72.53,35.37,15.97,40.11,7.66,27.26,Lentil
54.46,47.47,53.97,37.16,66.35,6.76,80.78,Mango
126.15,73.01,124.9,21.66,77.52,5.81,104.38,Potato
74.82,41.85,44.65,37.65,55.84,7.69,35.1,Bajra
30.07,85.79,52.05,16.21,48.75,7.6,49.35,Chickpea
27.22,46.75,52.57,24.38,53.3,6.05,83.74,Groundnut
90.06,44.76,46.93,34.8,54.06,7.17,88.71,Cotton
89.59,73.2,88.01,22.32,63.11,6.34,85.32,Tomato
85.12,40.19,75.42,21.1,64.28,7.08,68.24,Onion
79.73,49.16,51.45,17.14,44.99,6.24,51.09,Mustard
91.63,48.73,51.6,30.17,87.59,6.28,217.65,Rice
55.23,48.46,44.1,24.49,63.36,6.86,74.63,Sunflower
54.95,43.51,45.96,36.32,63.62,6.08,84.74,Mango
83.71,39.75,79.06,21.22,59.05,6.85,63.16,Onion
101.67,65.34,74.16,22.1,75.88,6.47,100.52,Tomato
81.03,52.7,41.84,12.65,52.76,6.96,54.42,Mustard
23.23,85.72,53.48,19.45,41.91,7.84,49.81,Chickpea
93.08,57.78,51.58,31.32,81.56,6.47,235.82,Rice
100.1,58.7,58.47,23.51,68.78,5.92,117.57,Maize
79.57,39.75,49.49,25.21,57.01,6.37,99.68,Sunflower
62.63,30.6,40.31,32.44,50.79,7.55,82.01,Jowar
76.11,41.66,52.29,37.31,43.48,7.12,60.24,Cotton
57.65,41.88,51.44,34.04,54.11,6.17,93.17,Mango
110.99,64.17,87.55,12.04,62.4,7.06,51.64,Wheat
82.67,40.2,63.87,23.76,71.54,6.45,60.85,Onion
74.78,44.09,43.0,24.81,63.38,6.95,79.8,Sunflower
82.17,47.47,52.51,33.6,48.86,6.41,32.04,Bajra
66.46,33.53,61.5,37.88,63.78,5.59,91.25,Mango
79.91,50.31,79.89,23.36,66.59,6.96,66.21,Onion
53.95,27.7,37.91,34.13,46.73,6.91,64.06,Bajra
75.68,35.86,31.34,32.79,47.69,7.53,35.32,Bajra
56.27,29.32,49.32,35.25,58.87,7.86,58.8,Jowar
87.74,61.31,97.33,25.06,71.57,6.63,70.19,Tomato
96.87,49.7,46.67,32.92,84.51,6.18,242.75,Rice
84.43,42.79,54.01,31.61,46.45,7.49,62.21,Cotton
66.68,28.43,52.88,34.21,50.92,6.83,68.73,Mango
22.89,67.49,49.87,21.2,51.72,6.72,53.37,Chickpea
94.88,33.79,40.64,11.34,64.02,6.23,38.91,Barley
62.65,27.05,58.1,31.94,59.67,6.45,100.2,Mango
99.52,64.79,74.26,23.26,66.02,5.96,120.48,Maize
83.76,47.09,95.77,24.75,69.63,6.11,87.01,Tomato
69.28,40.07,54.05,9.51,52.41,6.68,39.53,Barley
100.14,49.22,76.02,23.4,75.09,6.71,77.82,Tomato
122.73,65.85,84.31,35.9,70.59,6.93,169.11,Sugarcane
23.27,67.73,48.54,22.8,71.55,6.63,110.19,Soybean
62.17,32.69,52.94,16.05,45.79,6.49,53.37,Mustard
105.47,67.36,71.03,10.49,55.79,6.85,59.47,Wheat
120.66,69.69,89.96,31.59,79.78,6.59,202.28,Banana
85.78,42.68,64.68,8.93,47.87,7.73,52.68,Barley
22.65,65.68,30.73,15.81,49.84,6.36,49.45,Lentil
107.1,67.8,81.28,12.61,60.42,7.07,73.89,Wheat
69.52,54.32,49.1,25.15,67.57,6.48,74.62,Sunflower
72.55,37.76,46.37,13.56,52.04,6.62,53.12,Mustard
60.6,53.92,52.94,22.09,56.87,6.41,80.55,Sunflower
52.52,39.31,44.63,33.16,46.25,6.65,68.42,Jowar
95.24,62.04,77.3,23.18,67.37,5.86,119.58,Maize
85.54,36.8,51.87,12.27,41.96,6.68,29.29,Mustard
25.51,69.59,26.64,17.14,46.68,6.86,46.89,Lentil
108.77,41.35,55.3,25.97,63.47,5.98,116.54,Maize
106.63,73.32,122.08,28.82,81.68,5.6,166.38,Banana
75.71,41.06,50.79,13.7,49.05,6.2,52.11,Mustard
101.66,32.76,54.88,34.76,82.38,6.78,190.94,Jute
64.92,27.21,62.74,30.2,51.95,6.22,69.1,Mango
108.48,78.78,128.78,19.07,83.69,5.21,111.78,Potato
103.52,49.51,85.36,33.9,88.56,5.69,200.12,Banana
40.36,48.09,55.14,26.05,58.97,6.27,94.84,Groundnut
87.36,27.24,51.31,31.99,46.48,7.63,70.28,Cotton
133.15,64.39,93.64,30.85,82.72,5.93,140.39,Banana
110.94,64.75,88.45,10.73,54.21,6.85,73.47,Wheat
22.8,83.46,44.59,18.18,55.33,7.56,30.82,Chickpea
26.11,70.21,65.01,22.92,66.33,6.92,132.5,Soybean
123.48,64.86,82.46,29.59,70.71,6.7,179.1,Sugarcane
99.86,56.6,48.36,31.42,88.39,7.01,223.19,Jute
81.67,40.23,67.8,14.55,59.06,7.09,52.06,Barley
27.81,74.74,45.37,17.27,51.21,6.64,45.53,Chickpea
50.95,48.57,53.54,23.66,66.67,6.44,72.29,Sunflower
69.06,30.55,62.77,28.52,54.41,5.51,86.21,Mango
97.79,50.08,56.77,30.65,83.7,6.65,171.13,Jute
82.23,52.94,57.29,17.96,43.29,6.3,44.09,Mustard
78.97,30.33,50.82,30.95,55.9,7.68,52.69,Bajra
97.62,48.04,43.21,33.04,85.27,6.24,232.59,Jute
65.62,32.13,39.6,34.67,50.76,6.44,60.56,Bajra
58.27,51.16,39.7,26.16,55.04,6.75,82.03,Sunflower
103.28,46.38,58.18,22.35,63.66,5.91,108.7,Maize
67.05,34.41,58.65,12.84,58.33,6.81,60.03,Barley
63.64,55.55,52.68,26.28,65.76,6.3,90.35,Sunflower
117.3,85.23,107.81,15.24,80.63,6.06,85.53,Potato
30.51,71.33,51.19,21.65,48.37,7.55,48.43,Chickpea
73.58,36.16,43.7,30.31,40.54,7.83,83.66,Cotton
126.12,74.73,109.97,28.97,87.8,5.67,160.58,Banana
82.75,45.32,61.22,22.83,66.96,6.55,81.78,Onion
108.67,85.92,112.85,16.2,84.79,5.38,102.7,Potato
20.06,79.1,25.44,18.15,51.41,6.81,41.2,Lentil
85.37,46.16,40.58,15.72,55.52,6.66,25.92,Mustard
25.63,73.83,51.54,15.07,54.36,7.36,54.65,Chickpea
23.08,51.45,55.97,29.2,53.77,6.12,116.91,Groundnut
95.72,52.92,61.58,23.26,67.19,5.86,102.91,Maize
100.43,37.9,50.45,37.56,88.47,6.36,213.58,Jute
38.12,81.1,60.31,24.93,68.29,6.55,121.27,Soybean
59.89,53.73,36.72,27.16,65.61,6.97,79.28,Sunflower
129.4,55.67,89.22,34.67,85.93,5.66,183.98,Banana
120.33,61.08,104.29,29.11,86.32,6.4,171.58,Banana
105.31,68.96,72.07,16.57,63.6,6.67,79.05,Wheat
113.2,66.0,89.79,28.29,78.6,7.34,186.12,Sugarcane
98.82,47.52,89.64,23.86,62.41,6.21,67.03,Tomato
77.87,33.43,33.9,29.66,57.05,7.74,56.0,Jowar
120.91,69.72,87.82,35.39,83.61,7.42,176.76,Sugarcane
72.53,41.04,58.3,36.05,52.34,7.22,70.54,Cotton
27.67,73.28,39.68,12.84,39.6,6.4,25.22,Lentil
69.6,48.93,36.48,25.73,65.58,7.19,70.89,Sunflower
117.5,74.55,116.27,15.86,76.6,6.01,92.61,Potato
78.83,71.16,67.9,21.51,64.99,6.8,83.76,Tomato
107.38,36.67,57.03,31.21,87.37,6.36,217.68,Jute
84.1,43.81,40.73,29.72,85.65,6.07,238.78,Rice
82.5,53.71,48.61,27.01,84.92,6.06,229.1,Rice
68.58,26.7,49.38,39.41,55.33,6.85,51.39,Bajra
81.75,54.67,64.82,36.53,87.74,6.88,201.75,Jute
75.22,33.65,61.92,33.34,65.73,5.73,100.1,Mango
68.3,41.89,44.28,34.49,59.68,6.98,79.21,Jowar
119.74,62.73,112.24,18.04,81.0,5.82,83.43,Potato
101.7,60.41,79.71,24.33,60.57,6.36,130.22,Maize
57.02,46.05,42.64,39.23,52.97,6.98,54.7,Bajra
87.34,32.89,47.45,33.65,42.66,7.63,74.57,Cotton
93.29,45.45,62.52,11.03,59.29,6.36,65.73,Barley
42.27,51.88,57.31,31.13,64.37,6.36,105.23,Groundnut
75.21,47.82,31.3,38.55,51.89,6.52,57.3,Bajra
84.49,42.54,57.35,33.61,40.23,7.43,84.25,Cotton
62.93,39.94,53.71,32.82,44.45,6.25,38.08,Bajra
81.76,55.7,55.44,19.39,58.51,6.23,82.15,Onion
30.75,72.49,38.33,16.03,45.67,7.39,38.96,Chickpea
59.77,29.62,64.02,35.2,59.96,6.83,74.94,Mango
57.24,46.57,46.2,34.68,57.04,7.52,67.29,Bajra
30.1,61.9,54.01,24.94,62.13,6.51,110.1,Soybean
110.52,74.88,88.59,32.74,84.32,6.66,159.46,Sugarcane
34.4,60.31,58.33,28.2,56.37,5.81,82.18,Groundnut
132.6,59.92,91.85,28.43,82.57,6.67,184.87,Sugarcane
73.27,29.43,40.2,36.26,46.57,6.89,63.74,Bajra
74.64,35.4,49.67,17.65,55.12,6.94,49.19,Mustard
121.01,70.22,87.13,30.01,71.87,6.85,156.88,Sugarcane
107.6,62.19,78.94,27.21,60.03,6.07,140.93,Maize
20.16,86.99,43.89,21.52,48.92,7.54,31.73,Chickpea
120.86,88.07,123.21,20.82,78.17,5.5,107.11,Potato
78.28,33.5,41.55,37.35,47.21,7.42,55.13,Jowar
78.65,47.95,41.17,35.82,60.98,6.7,40.27,Jowar
128.31,57.45,114.28,21.44,77.32,5.26,89.17,Potato
29.85,67.52,71.45,27.5,66.15,6.38,117.85,Soybean
74.4,40.56,60.29,28.28,51.77,6.59,106.96,Mango
68.0,39.71,47.84,32.51,50.89,7.86,76.38,Jowar
18.35,60.27,36.18,19.6,45.35,6.75,40.96,Lentil
109.57,34.33,44.96,37.88,84.06,6.94,232.68,Jute
41.52,44.81,57.91,30.69,63.42,6.43,91.11,Groundnut
72.67,50.21,47.6,16.71,44.67,6.29,45.34,Mustard
81.78,42.53,48.88,32.28,53.44,7.86,66.56,Cotton
118.69,69.16,82.71,16.3,56.05,7.25,65.94,Wheat
52.65,41.58,43.44,24.36,56.53,6.43,77.85,Sunflower
104.07,56.12,64.35,27.71,60.27,6.01,146.05,Maize
81.26,37.93,59.06,36.36,40.6,7.33,78.82,Cotton
76.1,31.91,47.38,34.97,53.77,5.64,70.31,Mango
65.93,47.05,41.61,33.2,44.29,6.68,70.26,Jowar
86.96,38.09,66.41,17.61,56.36,6.45,87.98,Onion
77.24,57.47,90.53,25.34,64.08,6.13,100.29,Tomato
103.03,67.67,74.57,20.05,74.39,6.34,93.91,Tomato
35.12,48.69,60.8,28.1,67.89,6.33,116.98,Groundnut
55.75,31.67,42.83,30.13,55.66,7.6,32.32,Bajra
72.27,38.34,45.67,35.12,49.11,7.15,68.27,Cotton
39.25,62.15,64.8,26.71,64.03,6.89,118.62,Soybean
98.3,50.66,43.16,31.96,87.93,6.32,242.86,Rice
53.12,51.32,40.22,31.16,50.92,7.48,45.5,Jowar
117.89,46.68,113.49,37.22,82.45,6.71,168.33,Banana
60.65,47.17,43.85,13.38,51.25,6.87,38.68,Mustard
127.14,68.71,116.9,19.94,84.29,6.11,82.29,Potato
58.78,43.89,47.01,25.18,63.94,6.42,89.77,Sunflower
34.42,67.91,49.19,16.61,47.46,6.55,33.4,Chickpea
92.78,53.25,68.25,17.25,67.28,6.38,87.49,Onion
18.53,66.45,38.73,17.94,48.24,6.86,44.12,Lentil
103.96,55.59,59.73,24.82,68.64,6.17,119.77,Maize
117.08,68.05,128.54,20.91,82.45,6.17,98.28,Potato
53.17,47.09,56.22,32.4,49.33,6.69,52.19,Jowar
81.89,60.98,83.91,21.69,59.79,7.07,85.64,Onion
99.98,46.53,54.96,33.07,88.58,7.0,212.07,Rice
25.25,43.75,53.64,31.88,66.99,6.05,97.2,Groundnut
54.09,29.97,42.77,30.99,43.47,7.07,47.58,Jowar
85.35,50.87,83.28,21.25,57.88,6.36,84.73,Onion
108.38,53.32,42.7,35.83,81.71,6.77,234.52,Jute
20.25,83.38,60.75,24.34,58.62,6.56,90.18,Soybean
109.31,40.37,67.03,24.0,65.39,6.2,121.78,Maize
94.49,46.05,98.63,24.5,70.14,6.75,106.82,Tomato
55.17,32.93,46.68,36.3,52.67,7.57,68.34,Jowar
90.26,73.8,71.98,22.76,74.06,6.63,97.95,Tomato
93.25,55.17,42.67,12.55,59.06,7.76,33.41,Barley
80.54,65.85,98.76,20.96,67.19,6.18,74.97,Tomato
95.87,48.81,62.69,28.56,83.74,6.84,241.86,Jute
51.79,31.94,44.67,33.31,62.9,6.84,105.36,Mango
76.1,43.61,54.47,29.33,54.12,7.6,82.08,Jowar
81.76,48.32,67.53,32.83,84.13,7.15,189.28,Jute
87.42,62.59,70.73,20.56,75.84,6.27,80.77,Tomato
64.05,32.44,53.78,32.68,55.41,7.13,68.25,Jowar
103.37,68.36,80.98,11.89,60.81,7.01,68.13,Wheat
24.59,76.94,35.49,14.99,49.74,6.77,26.99,Lentil
76.91,50.63,58.49,16.91,50.32,6.91,66.54,Barley
105.65,53.09,44.14,34.79,89.54,6.32,172.53,Jute
114.7,66.1,79.76,11.33,53.92,6.92,67.98,Wheat
74.94,25.09,52.97,38.27,52.29,6.37,63.0,Bajra
84.26,40.62,53.03,28.69,88.64,6.47,248.41,Rice
59.29,29.4,64.76,37.08,51.65,5.73,77.56,Mango
66.55,49.39,55.03,28.25,59.42,7.2,77.43,Jowar
17.05,63.49,43.85,16.02,51.45,6.43,36.94,Lentil
104.66,64.92,76.2,11.82,57.56,6.82,57.74,Wheat
52.17,29.14,67.0,34.03,53.69,6.56,110.28,Mango
66.32,37.42,30.71,35.24,52.19,6.62,69.46,Bajra
62.31,40.97,40.51,29.1,46.65,6.49,84.23,Jowar
29.26,58.7,44.87,17.15,44.65,7.07,25.59,Lentil
108.27,55.1,117.1,17.71,83.48,5.24,81.73,Potato
33.16,53.42,50.37,25.08,71.36,5.83,96.74,Groundnut
32.52,64.6,57.12,31.57,66.26,6.69,79.28,Groundnut
84.85,45.38,47.55,25.2,83.22,6.21,216.37,Rice
80.89,49.92,68.06,17.64,62.56,6.25,89.72,Onion
68.22,29.78,50.82,31.68,45.22,7.24,34.93,Bajra
78.62,42.88,35.3,29.14,60.76,6.79,69.18,Jowar
80.2,54.8,50.25,31.47,81.0,7.19,236.1,Jute
84.53,43.17,56.17,37.16,40.17,7.97,78.94,Cotton
25.23,83.95,35.67,18.86,57.45,7.97,37.04,Chickpea
100.21,67.16,84.12,16.23,64.85,6.81,60.2,Wheat
66.99,50.45,54.16,10.04,57.88,6.76,45.47,Mustard
101.21,64.13,80.93,14.36,61.23,7.33,73.14,Wheat
83.91,45.11,75.02,19.95,70.53,6.24,71.45,Onion
67.82,37.67,38.25,27.25,58.9,6.51,81.62,Sunflower
71.43,61.48,59.37,20.87,52.26,6.61,65.82,Onion
114.23,68.68,82.81,37.1,80.07,7.15,177.97,Sugarcane
112.31,62.86,91.75,32.7,75.76,6.62,162.25,Sugarcane
91.09,52.31,80.84,25.34,75.79,6.13,105.2,Tomato
106.32,51.26,63.13,24.83,69.82,5.89,142.88,Maize
78.29,43.43,46.43,17.06,57.03,6.76,69.85,Barley
65.71,28.46,50.0,33.23,69.92,6.05,73.63,Mango
73.49,40.24,51.8,22.61,66.62,6.35,89.87,Sunflower
93.39,51.44,41.53,8.21,59.8,6.29,42.64,Barley
28.43,76.26,44.61,19.81,48.13,7.73,46.68,Lentil
31.89,46.49,41.76,27.07,59.58,6.68,76.51,Groundnut
52.17,41.86,42.82,33.81,41.19,6.73,65.36,Bajra
93.69,55.65,52.01,35.88,84.18,6.56,245.74,Jute
83.33,28.4,50.83,29.03,59.15,6.51,47.17,Jowar
54.4,49.84,36.21,32.64,48.52,6.55,67.71,Jowar
94.1,49.1,53.36,33.37,81.7,6.02,238.96,Rice
83.14,32.79,48.21,16.54,52.52,6.01,37.09,Mustard
130.18,68.81,76.15,31.39,76.18,6.6,161.8,Sugarcane
53.13,52.64,38.03,24.66,63.22,6.75,99.33,Sunflower
23.8,62.74,38.71,18.58,42.15,7.65,27.0,Lentil
88.04,49.6,52.55,33.74,89.84,6.77,220.89,Rice
39.71,83.09,59.65,22.55,67.74,7.05,112.27,Soybean
118.35,68.87,82.51,18.08,51.04,6.83,59.41,Wheat
79.75,49.76,51.35,25.16,65.01,6.95,89.71,Sunflower
97.69,41.46,75.95,15.97,59.05,6.93,67.11,Onion
91.52,40.06,51.07,32.9,45.48,7.88,61.57,Cotton
16.12,56.08,28.13,17.13,41.78,7.54,26.8,Lentil
85.74,52.34,59.62,31.32,82.6,6.63,227.0,Rice
71.41,40.52,48.52,36.77,51.42,6.41,91.28,Mango
102.95,75.69,122.25,16.04,75.58,6.07,117.77,Potato
34.49,70.73,37.87,21.39,52.04,7.16,44.33,Chickpea
66.1,32.76,40.85,11.59,47.93,7.67,37.98,Barley
105.46,63.61,101.9,19.98,75.51,5.29,112.8,Potato
30.04,87.8,54.45,18.48,44.22,6.79,35.57,Chickpea
29.76,77.64,42.43,14.42,47.76,7.58,41.96,Lentil
108.74,50.16,57.38,30.15,81.52,6.81,187.84,Jute
66.56,35.92,47.53,17.2,58.18,6.93,67.02,Barley
86.42,49.15,51.19,8.71,63.43,6.21,59.38,Barley
89.66,41.01,74.34,16.37,65.1,6.34,68.74,Onion
36.22,68.32,67.87,26.66,64.98,7.2,113.1,Soybean
66.45,47.02,71.72,20.45,63.56,6.89,88.84,Onion
136.65,55.51,85.16,28.31,75.56,6.67,162.61,Sugarcane
23.72,56.54,58.42,24.08,67.69,6.31,96.63,Soybean
82.09,56.57,59.53,16.19,69.82,7.1,71.31,Onion
42.39,58.37,53.05,29.51,62.63,6.57,110.24,Groundnut
81.09,54.58,76.03,20.87,73.13,6.11,67.36,Tomato
74.69,39.57,37.86,22.27,67.21,6.51,97.53,Sunflower
29.11,71.56,54.11,23.47,58.99,7.06,120.52,Soybean
83.15,46.2,45.8,33.71,86.73,6.8,212.52,Rice
33.12,69.83,65.07,23.31,69.79,6.36,106.5,Soybean
56.39,38.5,51.48,36.51,59.89,6.87,70.6,Mango
60.83,46.87,54.52,27.94,63.2,6.99,70.43,Sunflower
94.1,56.34,50.93,34.67,80.52,6.5,235.92,Rice
116.58,70.96,80.34,30.67,73.5,7.01,166.09,Sugarcane
90.65,41.04,46.73,26.34,80.63,6.99,216.12,Rice
73.04,44.99,34.12,37.93,41.67,7.26,61.94,Bajra
24.12,74.53,34.0,16.26,42.29,7.35,46.29,Lentil
30.33,89.28,45.2,19.47,50.37,7.23,51.15,Chickpea
66.84,60.18,78.75,15.92,67.54,7.04,86.69,Onion
103.72,87.82,124.05,15.16,82.32,5.79,100.76,Potato
34.07,55.78,63.72,27.63,60.5,6.72,124.84,Soybean
58.06,27.28,37.1,28.98,56.68,6.75,68.06,Jowar
19.22,67.9,39.7,12.76,40.04,7.69,35.73,Lentil
30.68,70.86,42.85,31.62,70.06,5.87,98.46,Groundnut
29.26,70.35,38.32,28.2,67.5,6.54,91.54,Groundnut
53.9,31.1,42.83,37.83,54.72,6.05,80.12,Mango
83.97,45.46,43.12,35.22,43.49,7.37,68.15,Bajra
85.14,53.99,52.11,14.22,40.32,6.07,29.68,Mustard
90.24,54.7,67.53,27.24,61.01,6.28,134.01,Maize
33.38,47.94,44.8,27.9,65.56,6.07,111.28,Groundnut
135.03,70.05,86.51,32.29,83.46,6.79,162.45,Sugarcane
78.8,29.65,52.34,34.07,54.87,7.98,85.4,Cotton
57.5,38.53,42.82,37.9,53.88,6.42,59.62,Jowar
51.22,28.47,49.61,36.82,67.11,5.6,80.91,Mango
67.4,37.67,63.38,13.85,51.23,6.6,38.51,Barley
73.79,39.47,42.64,38.14,52.29,7.68,67.28,Bajra
99.29,55.6,62.06,31.32,88.24,7.17,196.56,Jute
98.15,64.43,74.25,21.7,62.36,6.19,72.1,Tomato
69.14,32.27,37.14,30.73,49.65,7.01,41.58,Bajra
68.29,44.25,54.3,16.7,48.14,6.75,34.05,Mustard
136.28,71.16,95.01,35.3,80.75,6.71,157.16,Banana
97.33,65.86,93.08,27.08,73.64,6.68,80.55,Tomato
83.61,26.44,30.73,34.16,42.78,7.18,30.36,Bajra
139.66,66.88,84.99,36.36,80.95,7.25,159.81,Sugarcane
129.92,89.54,110.61,18.53,83.57,5.29,98.09,Potato
65.19,45.56,58.88,13.91,64.56,6.4,69.46,Barley
73.72,47.54,50.48,13.06,41.38,6.6,51.03,Mustard
137.57,69.07,127.05,36.21,75.7,5.65,210.79,Banana
117.13,63.96,73.98,14.25,55.78,7.42,72.86,Wheat
84.96,26.27,46.69,38.13,45.85,7.45,37.51,Bajra
28.03,77.82,59.18,27.61,62.58,6.56,138.5,Soybean
103.27,37.31,43.95,31.65,87.09,6.89,246.41,Jute
71.55,43.11,69.76,16.34,62.08,6.6,66.36,Onion
69.99,39.66,50.22,24.96,60.03,6.5,98.43,Sunflower
121.88,84.21,114.57,21.78,83.71,5.75,97.8,Potato
65.64,55.11,43.08,17.83,62.49,7.54,46.29,Barley
89.06,62.6,66.56,20.72,68.74,6.64,93.26,Tomato
34.12,50.57,54.54,24.59,67.81,6.52,84.63,Groundnut
95.07,45.7,55.29,22.78,63.71,5.88,149.29,Maize
82.64,51.01,59.58,10.59,43.9,6.76,41.22,Mustard
98.24,60.09,81.61,22.42,69.72,6.2,76.74,Tomato
69.88,35.35,58.67,17.05,43.58,6.35,47.87,Mustard
85.42,26.87,55.62,37.93,47.97,7.68,69.49,Cotton
25.53,65.35,36.97,15.44,42.91,7.63,29.03,Lentil
24.59,84.35,44.07,21.18,42.66,7.26,46.17,Chickpea
37.39,54.18,60.9,31.86,62.47,6.36,93.34,Groundnut
22.23,64.89,59.62,26.21,68.22,6.45,90.69,Soybean
100.67,35.04,59.08,29.46,80.68,6.67,218.03,Jute
23.0,70.34,41.09,29.89,60.92,6.21,104.66,Groundnut
29.92,80.2,37.16,19.59,56.63,6.74,44.93,Chickpea
78.56,39.55,32.85,36.46,60.73,6.43,47.79,Jowar
100.17,72.46,112.93,19.94,75.74,6.18,106.81,Potato
108.86,54.41,89.38,36.96,88.28,6.3,144.95,Banana
35.52,43.21,52.45,27.41,68.82,6.71,87.89,Groundnut
56.31,54.63,37.55,27.37,65.93,6.88,72.02,Sunflower
34.42,78.36,42.57,20.33,49.44,6.52,48.41,Chickpea
35.11,56.52,58.29,27.11,67.1,6.26,106.28,Soybean
107.29,32.23,53.3,28.21,85.23,6.61,219.84,Jute
53.57,32.45,40.26,30.87,42.81,6.48,80.89,Jowar
101.14,65.88,86.81,10.17,50.74,7.07,74.58,Wheat
128.62,62.95,109.15,15.25,75.98,6.03,116.63,Potato
99.31,74.77,68.07,23.95,69.38,6.64,76.99,Tomato
75.19,47.3,72.03,23.52,64.0,6.35,55.24,Onion
